"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Tipus_propietari","Nombre"
2012,1,"Ciutat Vella",1,"el Raval","Persona física. Nacionalitat  espanyola",15167
2012,1,"Ciutat Vella",2,"el Barri Gòtic","Persona física. Nacionalitat  espanyola",6594
2012,1,"Ciutat Vella",3,"la Barceloneta","Persona física. Nacionalitat  espanyola",7062
2012,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Persona física. Nacionalitat  espanyola",9689
2012,2,"Eixample",5,"el Fort Pienc","Persona física. Nacionalitat  espanyola",11988
2012,2,"Eixample",6,"la Sagrada Família","Persona física. Nacionalitat  espanyola",22667
2012,2,"Eixample",7,"la Dreta de l'Eixample","Persona física. Nacionalitat  espanyola",18168
2012,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Persona física. Nacionalitat  espanyola",18540
2012,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Persona física. Nacionalitat  espanyola",24805
2012,2,"Eixample",10,"Sant Antoni","Persona física. Nacionalitat  espanyola",16256
2012,3,"Sants-Montjuïc",11,"el Poble Sec","Persona física. Nacionalitat  espanyola",15486
2012,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Persona física. Nacionalitat  espanyola",499
2012,3,"Sants-Montjuïc",13,"la Marina de Port","Persona física. Nacionalitat  espanyola",11183
2012,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Persona física. Nacionalitat  espanyola",4282
2012,3,"Sants-Montjuïc",15,"Hostafrancs","Persona física. Nacionalitat  espanyola",6639
2012,3,"Sants-Montjuïc",16,"la Bordeta","Persona física. Nacionalitat  espanyola",7558
2012,3,"Sants-Montjuïc",17,"Sants - Badal","Persona física. Nacionalitat  espanyola",10248
2012,3,"Sants-Montjuïc",18,"Sants","Persona física. Nacionalitat  espanyola",17863
2012,4,"Les Corts",19,"les Corts","Persona física. Nacionalitat  espanyola",19371
2012,4,"Les Corts",20,"la Maternitat i Sant Ramon","Persona física. Nacionalitat  espanyola",9903
2012,4,"Les Corts",21,"Pedralbes","Persona física. Nacionalitat  espanyola",4242
2012,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Persona física. Nacionalitat  espanyola",2772
2012,5,"Sarrià-Sant Gervasi",23,"Sarrià","Persona física. Nacionalitat  espanyola",10192
2012,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Persona física. Nacionalitat  espanyola",5377
2012,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Persona física. Nacionalitat  espanyola",9294
2012,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Persona física. Nacionalitat  espanyola",19171
2012,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Persona física. Nacionalitat  espanyola",12742
2012,6,"Gràcia",28,"Vallcarca i els Penitents","Persona física. Nacionalitat  espanyola",7280
2012,6,"Gràcia",29,"el Coll","Persona física. Nacionalitat  espanyola",3364
2012,6,"Gràcia",30,"la Salut","Persona física. Nacionalitat  espanyola",5903
2012,6,"Gràcia",31,"la Vila de Gràcia","Persona física. Nacionalitat  espanyola",24722
2012,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Persona física. Nacionalitat  espanyola",15506
2012,7,"Horta-Guinardó",33,"el Baix Guinardó","Persona física. Nacionalitat  espanyola",10824
2012,7,"Horta-Guinardó",34,"Can Baró","Persona física. Nacionalitat  espanyola",4232
2012,7,"Horta-Guinardó",35,"el Guinardó","Persona física. Nacionalitat  espanyola",16045
2012,7,"Horta-Guinardó",36,"la Font d'en Fargues","Persona física. Nacionalitat  espanyola",4801
2012,7,"Horta-Guinardó",37,"el Carmel","Persona física. Nacionalitat  espanyola",13764
2012,7,"Horta-Guinardó",38,"la Teixonera","Persona física. Nacionalitat  espanyola",5073
2012,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Persona física. Nacionalitat  espanyola",2831
2012,7,"Horta-Guinardó",40,"Montbau","Persona física. Nacionalitat  espanyola",2452
2012,7,"Horta-Guinardó",41,"la Vall d'Hebron","Persona física. Nacionalitat  espanyola",2880
2012,7,"Horta-Guinardó",42,"la Clota","Persona física. Nacionalitat  espanyola",278
2012,7,"Horta-Guinardó",43,"Horta","Persona física. Nacionalitat  espanyola",12219
2012,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Persona física. Nacionalitat  espanyola",11032
2012,8,"Nou Barris",45,"Porta","Persona física. Nacionalitat  espanyola",9759
2012,8,"Nou Barris",46,"el Turó de la Peira","Persona física. Nacionalitat  espanyola",5268
2012,8,"Nou Barris",47,"Can Peguera","Persona física. Nacionalitat  espanyola",103
2012,8,"Nou Barris",48,"la Guineueta","Persona física. Nacionalitat  espanyola",5902
2012,8,"Nou Barris",49,"Canyelles","Persona física. Nacionalitat  espanyola",2682
2012,8,"Nou Barris",50,"les Roquetes","Persona física. Nacionalitat  espanyola",6187
2012,8,"Nou Barris",51,"Verdun","Persona física. Nacionalitat  espanyola",5289
2012,8,"Nou Barris",52,"la Prosperitat","Persona física. Nacionalitat  espanyola",11342
2012,8,"Nou Barris",53,"la Trinitat Nova","Persona física. Nacionalitat  espanyola",3005
2012,8,"Nou Barris",54,"Torre Baró","Persona física. Nacionalitat  espanyola",1010
2012,8,"Nou Barris",55,"Ciutat Meridiana","Persona física. Nacionalitat  espanyola",3169
2012,8,"Nou Barris",56,"Vallbona","Persona física. Nacionalitat  espanyola",580
2012,9,"Sant Andreu",57,"la Trinitat Vella","Persona física. Nacionalitat  espanyola",3208
2012,9,"Sant Andreu",58,"Baró de Viver","Persona física. Nacionalitat  espanyola",854
2012,9,"Sant Andreu",59,"el Bon Pastor","Persona física. Nacionalitat  espanyola",4211
2012,9,"Sant Andreu",60,"Sant Andreu","Persona física. Nacionalitat  espanyola",25111
2012,9,"Sant Andreu",61,"la Sagrera","Persona física. Nacionalitat  espanyola",10459
2012,9,"Sant Andreu",62,"el Congrés i els Indians","Persona física. Nacionalitat  espanyola",6178
2012,9,"Sant Andreu",63,"Navas","Persona física. Nacionalitat  espanyola",8904
2012,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Persona física. Nacionalitat  espanyola",16757
2012,10,"Sant Martí",65,"el Clot","Persona física. Nacionalitat  espanyola",10595
2012,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Persona física. Nacionalitat  espanyola",5733
2012,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Persona física. Nacionalitat  espanyola",3897
2012,10,"Sant Martí",68,"el Poblenou","Persona física. Nacionalitat  espanyola",13140
2012,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Persona física. Nacionalitat  espanyola",4816
2012,10,"Sant Martí",70,"el Besòs i el Maresme","Persona física. Nacionalitat  espanyola",8262
2012,10,"Sant Martí",71,"Provençals del Poblenou","Persona física. Nacionalitat  espanyola",7703
2012,10,"Sant Martí",72,"Sant Martí de Provençals","Persona física. Nacionalitat  espanyola",10800
2012,10,"Sant Martí",73,"la Verneda i la Pau","Persona física. Nacionalitat  espanyola",11614
2012,99,"No consta",99,"No consta","Persona física. Nacionalitat  espanyola",17
2012,1,"Ciutat Vella",1,"el Raval","Persona física. Nacionalitat  estrangera",1590
2012,1,"Ciutat Vella",2,"el Barri Gòtic","Persona física. Nacionalitat  estrangera",427
2012,1,"Ciutat Vella",3,"la Barceloneta","Persona física. Nacionalitat  estrangera",284
2012,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Persona física. Nacionalitat  estrangera",605
2012,2,"Eixample",5,"el Fort Pienc","Persona física. Nacionalitat  estrangera",224
2012,2,"Eixample",6,"la Sagrada Família","Persona física. Nacionalitat  estrangera",340
2012,2,"Eixample",7,"la Dreta de l'Eixample","Persona física. Nacionalitat  estrangera",451
2012,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Persona física. Nacionalitat  estrangera",380
2012,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Persona física. Nacionalitat  estrangera",387
2012,2,"Eixample",10,"Sant Antoni","Persona física. Nacionalitat  estrangera",295
2012,3,"Sants-Montjuïc",11,"el Poble Sec","Persona física. Nacionalitat  estrangera",844
2012,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Persona física. Nacionalitat  estrangera",6
2012,3,"Sants-Montjuïc",13,"la Marina de Port","Persona física. Nacionalitat  estrangera",347
2012,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Persona física. Nacionalitat  estrangera",87
2012,3,"Sants-Montjuïc",15,"Hostafrancs","Persona física. Nacionalitat  estrangera",140
2012,3,"Sants-Montjuïc",16,"la Bordeta","Persona física. Nacionalitat  estrangera",90
2012,3,"Sants-Montjuïc",17,"Sants - Badal","Persona física. Nacionalitat  estrangera",156
2012,3,"Sants-Montjuïc",18,"Sants","Persona física. Nacionalitat  estrangera",269
2012,4,"Les Corts",19,"les Corts","Persona física. Nacionalitat  estrangera",234
2012,4,"Les Corts",20,"la Maternitat i Sant Ramon","Persona física. Nacionalitat  estrangera",82
2012,4,"Les Corts",21,"Pedralbes","Persona física. Nacionalitat  estrangera",153
2012,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Persona física. Nacionalitat  estrangera",128
2012,5,"Sarrià-Sant Gervasi",23,"Sarrià","Persona física. Nacionalitat  estrangera",224
2012,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Persona física. Nacionalitat  estrangera",130
2012,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Persona física. Nacionalitat  estrangera",187
2012,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Persona física. Nacionalitat  estrangera",328
2012,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Persona física. Nacionalitat  estrangera",221
2012,6,"Gràcia",28,"Vallcarca i els Penitents","Persona física. Nacionalitat  estrangera",129
2012,6,"Gràcia",29,"el Coll","Persona física. Nacionalitat  estrangera",64
